material_id,linked_summary_has_structure,structure_nsites_if_parseable,structure_formula_if_available
mp-aaaabnnz,True,22,
mp-aaaabnoa,True,20,
mp-aaaabnod,True,24,
mp-aaaabnog,True,20,
mp-aaaabnol,True,80,
mp-aaaabnom,True,72,
mp-aaaabnon,True,40,
mp-aaaabnoo,True,38,
mp-aaaabnoq,True,70,
mp-aaaabnov,True,44,
mp-aaaabnow,True,40,
mp-aaaabnox,True,48,
mp-aaaabnpc,True,70,
mp-aaaabnpd,True,28,
mp-aaaabnpi,True,52,
mp-aaaabnpl,True,76,
mp-aaaabnpm,True,74,
mp-aaaabnpn,True,36,
mp-aaaabnpr,True,48,
mp-aaaabnpt,True,28,
mp-aaaabnpx,True,44,
mp-aaaabnpy,True,40,
mp-aaaabnqa,True,20,
mp-aaaabnqd,True,36,
mp-aaaabnqf,True,44,
mp-aaaabnqg,True,40,
mp-aaaabnqj,True,24,
mp-aaaabnql,True,28,
mp-aaaabnqm,True,24,
mp-aaaabnqo,True,28,
mp-aaaabnqp,True,44,
mp-aaaabnqq,True,42,
mp-aaaabnqw,True,68,
mp-aaaabnqz,True,56,
mp-aaaabnrb,True,52,
mp-aaaabnrf,True,36,
mp-aaaabnrl,True,44,
mp-aaaabnrm,True,40,
mp-aaaabnrn,True,28,
mp-aaaabnro,True,24,
mp-aaaabnrr,True,46,
mp-aaaabnrt,True,40,
mp-aaaabnrx,True,36,
mp-aaaabnsa,True,24,
mp-aaaabnsc,True,34,
mp-aaaabnsd,True,38,
mp-aaaabnsf,True,44,
mp-aaaabnsg,True,40,
mp-aaaabnsi,True,38,
mp-aaaabnsj,True,14,
mp-aaaabnsk,True,13,
mp-aaaabnso,True,36,
mp-aaaabnsp,True,44,
mp-aaaabnst,True,32,
mp-aaaabnsv,True,44,
mp-aaaabnsw,True,40,
mp-aaaabnsx,True,38,
mp-aaaabnsy,True,72,
mp-aaaabnta,True,25,
mp-aaaabntc,True,21,
mp-aaaabntd,True,36,
mp-aaaabntf,True,26,
mp-aaaabntg,True,24,
mp-aaaabnth,True,36,
mp-aaaabntl,True,40,
mp-aaaabntm,True,36,
mp-aaaabntr,True,32,
mp-aaaabntx,True,42,
mp-aaaabntz,True,40,
mp-aaaabnua,True,36,
mp-aaaabnud,True,44,
mp-aaaabnue,True,40,
mp-aaaabnui,True,32,
mp-aaaabnum,True,24,
mp-aaaabnun,True,28,
mp-aaaabnur,True,32,
mp-aaaabnus,True,30,
mp-aaaabnut,True,40,
mp-aaaabnuu,True,36,
mp-aaaabnux,True,36,
mp-aaaabnuy,True,34,
mp-aaaabnva,True,26,
mp-aaaabnvb,True,32,
mp-aaaabnvd,True,40,
mp-aaaabnve,True,38,
mp-aaaabnvf,True,36,
mp-aaaabnvg,True,34,
mp-aaaabnvj,True,28,
mp-aaaabnvl,True,27,
mp-aaaabnvm,True,50,
mp-aaaabnvn,True,32,
mp-aaaabnvo,True,28,
mp-aaaabnvp,True,36,
mp-aaaabnvr,True,32,
mp-aaaabnvw,True,32,
mp-aaaabnwb,True,28,
mp-aaaabnwf,True,28,
mp-aaaabnwl,True,26,
mp-aaaabnwm,True,24,
mp-aaaabnwn,True,46,
mp-aaaabnwo,True,44,
mp-aaaabnwq,True,34,
mp-aaaabnwt,True,72,
mp-aaaabnwu,True,68,
mp-aaaabnwv,True,76,
mp-aaaabnxa,True,34,
mp-aaaabnxb,True,32,
mp-aaaabnxd,True,24,
mp-aaaabnxf,True,80,
mp-aaaabnxj,True,40,
mp-aaaabnxm,True,20,
mp-aaaabnxn,True,98,
mp-aaaabnxo,True,92,
mp-aaaabnxp,True,32,
mp-aaaabnxq,True,30,
mp-aaaabnxs,True,24,
mp-aaaabnxt,True,22,
mp-aaaabnxu,True,20,
mp-aaaabnxv,True,72,
mp-aaaabnxw,True,68,
mp-aaaabnxx,True,46,
mp-aaaabnxy,True,42,
mp-aaaabnyb,True,28,
mp-aaaabnyd,True,56,
mp-aaaabnye,True,52,
mp-aaaabnyh,True,22,
mp-aaaabnyi,True,20,
mp-aaaabnyj,True,72,
mp-aaaabnyk,True,68,
mp-aaaabnyp,True,40,
mp-aaaabnyr,True,36,
mp-aaaabnys,True,34,
mp-aaaabnyt,True,32,
mp-aaaabnyu,True,30,
mp-aaaabnyw,True,42,
mp-aaaabnyz,True,98,
mp-aaaabnzc,True,46,
mp-aaaabnzi,True,46,
mp-aaaabnzk,True,46,
mp-aaaabnzm,True,46,
mp-aaaabnzn,True,52,
mp-aaaabnzr,True,22,
mp-aaaabnzs,True,10,
mp-aaaabnzt,True,48,
mp-aaaabnzv,True,11,
mp-aaaabnzw,True,10,
mp-aaaaboab,True,14,
mp-aaaaboac,True,12,
mp-aaaaboad,True,11,
mp-aaaaboae,True,10,
mp-aaaaboaf,True,28,
mp-aaaaboag,True,24,
mp-aaaaboah,True,16,
mp-aaaaboai,True,14,
mp-aaaaboaj,True,86,
mp-aaaaboap,True,16,
mp-aaaaboau,True,84,
mp-aaaaboax,True,16,
mp-aaaaboay,True,14,
mp-aaaaboba,True,72,
mp-aaaabobb,True,104,
mp-aaaabobd,True,80,
mp-aaaabobl,True,104,
mp-aaaabobo,True,92,
mp-aaaabobp,True,104,
mp-aaaabobt,True,80,
mp-aaaabobv,True,104,
mp-aaaabocb,True,80,
mp-aaaabocc,True,72,
mp-aaaaboci,True,72,
mp-aaaabock,True,90,
mp-aaaabocx,True,64,
mp-aaaabokj,True,48,
mp-aaaabooq,True,8,
mp-aaaaborv,True,24,
mp-aaaabouj,True,25,
mp-aaaaboyt,True,4,
mp-aaaabpbb,True,6,
mp-aaaabpbj,True,23,
mp-aaaabpeg,True,9,
mp-aaaabpfe,True,6,
mp-aaaabpky,True,44,
mp-aaaabpva,True,40,
mp-aaaabpvh,True,9,
mp-aaaabpye,True,42,
mp-aaaabqic,True,5,
mp-aaaabqjx,True,22,
mp-aaaabqlo,True,9,
mp-aaaabqlv,True,30,
mp-aaaabqrp,True,22,
mp-aaaabqsu,True,80,
mp-aaaabrbk,True,52,
mp-aaaabrgg,True,13,
mp-aaaabrjq,True,60,
mp-aaaabrjw,True,38,
mp-aaaabrkl,True,25,
mp-aaaabrlc,True,28,
mp-aaaabrxv,True,122,
mp-aaaabrzb,True,3,
mp-aaaabsbo,True,44,
mp-aaaabsbx,True,72,
mp-aaaabseu,True,4,
mp-aaaabszk,True,4,
mp-aaaabthl,True,6,
mp-aaaabugf,True,68,
mp-aaaabukh,True,9,
mp-aaaabukq,True,22,
mp-aaaaburo,True,40,
mp-aaaaburq,True,46,
mp-aaaaburt,True,76,
mp-aaaaburw,True,38,
mp-aaaabusi,True,34,
mp-aaaabutk,True,36,
mp-aaaabutn,True,36,
mp-aaaabuto,True,48,
mp-aaaabuty,True,52,
mp-aaaabuvx,True,36,
mp-aaaabuwj,True,36,
mp-aaaabuww,True,52,
mp-aaaabuwx,True,44,
mp-aaaabuyd,True,56,
mp-aaaabuyj,True,40,
mp-aaaabuyt,True,40,
mp-aaaabuyy,True,46,
mp-aaaabuyz,True,34,
mp-aaaabvai,True,38,
mp-aaaabvbr,True,52,
mp-aaaabvbu,True,46,
mp-aaaabvcf,True,46,
mp-aaaabvcn,True,22,
mp-aaaabvdw,True,66,
mp-aaaabvdy,True,34,
mp-aaaabvej,True,52,
mp-aaaabveo,True,60,
mp-aaaabveu,True,46,
mp-aaaabvfw,True,44,
mp-aaaabvgd,True,40,
mp-aaaabvgm,True,42,
mp-aaaabvgw,True,36,
mp-aaaabvgz,True,48,
mp-aaaabvha,True,66,
mp-aaaabvhg,True,22,
mp-aaaabvhp,True,80,
mp-aaaabvhs,True,56,
mp-aaaabvhz,True,38,
mp-aaaabvia,True,36,
mp-aaaabvjm,True,34,
mp-aaaabvjr,True,36,
mp-aaaabvjs,True,40,
mp-aaaabvjv,True,46,
mp-aaaabvjw,True,34,
mp-aaaabvkx,True,34,
mp-aaaabvlt,True,34,
mp-aaaabvlw,True,76,
mp-aaaabvlx,True,36,
mp-aaaabvmx,True,40,
mp-aaaabvmy,True,32,
mp-aaaabvnd,True,36,
mp-aaaabvnk,True,46,
mp-aaaabvnn,True,48,
mp-aaaabvul,True,34,
mp-aaaabvuw,True,44,
mp-aaaabvvq,True,40,
mp-aaaabvwi,True,36,
mp-aaaabvwt,True,40,
mp-aaaabvxn,True,48,
mp-aaaabvxo,True,41,
mp-aaaabvxp,True,37,
mp-aaaabvxt,True,34,
mp-aaaabvxx,True,46,
mp-aaaabvxz,True,46,
mp-aaaabvya,True,44,
mp-aaaabvyc,True,56,
mp-aaaabwar,True,48,
mp-aaaabwax,True,36,
mp-aaaabwcc,True,36,
mp-aaaabwcj,True,34,
mp-aaaabwcq,True,34,
mp-aaaabwcx,True,36,
mp-aaaabwcz,True,52,
mp-aaaabwdb,True,34,
mp-aaaabwdc,True,52,
mp-aaaabwdd,True,46,
mp-aaaabwfa,True,40,
mp-aaaabwig,True,24,
mp-aaaabwje,True,6,
mp-aaaabwmr,True,24,
mp-aaaabwvp,True,6,
mp-aaaabxhi,True,18,
mp-aaaabxia,True,14,
mp-aaaabxih,True,14,
mp-aaaabxql,True,14,
mp-aaaabysk,True,25,
mp-aaaabytc,True,14,
mp-aaaabzie,True,6,
mp-aaaabzuj,True,19,
mp-aaaacaat,True,8,
mp-aaaacaml,True,14,
mp-aaaacaoo,True,52,
mp-aaaacayu,True,15,
mp-aaaacbct,True,8,
mp-aaaacbdt,True,3,
mp-aaaacbdx,True,16,
mp-aaaacbpw,True,50,
mp-aaaaccny,True,14,
mp-aaaaccyz,True,8,
mp-aaaacdex,True,9,
mp-aaaacdil,True,14,
mp-aaaacepl,True,19,
mp-aaaaceqi,True,8,
mp-aaaaceyh,True,14,
mp-aaaacffo,True,47,
mp-aaaacgcn,True,15,
mp-aaabcrsj,True,12,
mp-aaabcrsk,True,24,
mp-aaabcrsm,True,12,
mp-aaabcrso,True,14,
mp-aaabcrsp,True,14,
mp-aaabcrsr,True,28,
mp-aaabcrss,True,28,
mp-aaabcrsw,True,12,
mp-aaabcrtd,True,81,
mp-aaabcrti,True,48,
mp-aaabcrtz,True,80,
mp-aaabcruc,True,68,
mp-aaabcruj,True,72,
mp-aaabcruk,True,52,
mp-aaabcrul,True,36,
mp-aaabcrus,True,32,
mp-aaabcruz,True,24,
mp-aaabcrvc,True,74,
mp-aaabcrvm,True,112,
mp-aaabcrvn,True,56,
mp-aaabcrvs,True,28,
mp-aaabcrwe,True,30,
mp-aaabcrwp,True,36,
mp-aaabcrws,True,42,
mp-aaabcrwt,True,28,
mp-aaabcrxm,True,32,
mp-aaabcrxn,True,30,
mp-aaabcrxs,True,78,
mp-aaabcryp,True,90,
mp-aaabcryq,True,80,
mp-aaabcrys,True,28,
mp-aaabcryt,True,95,
mp-aaabcryu,True,28,
mp-aaabcryv,True,24,
mp-aaabcryz,True,68,
mp-aaabcrzb,True,80,
mp-aaabcrzg,True,24,
mp-aaabcrzl,True,36,
mp-aaabcrzo,True,70,
mp-aaabcrzv,True,68,
mp-aaabcsai,True,28,
mp-aaabcsar,True,28,
mp-aaabcsbc,True,34,
mp-aaabcsbn,True,36,
mp-aaabcsbo,True,50,
mp-aaabcsbs,True,36,
mp-aaabcsbt,True,34,
mp-aaabcsbv,True,30,
mp-aaabcsby,True,34,
mp-aaabcsca,True,28,
mp-aaabcscc,True,34,
mp-aaabcscd,True,26,
mp-aaabcscf,True,36,
mp-aaabcscg,True,36,
mp-aaabcsch,True,34,
mp-aaabcscj,True,76,
mp-aaabcsck,True,76,
mp-aaabcscl,True,74,
mp-aaabcsct,True,92,
mp-aaabcscx,True,76,
mp-aaabcscy,True,74,
mp-aaabcsdc,True,94,
mp-aaabcsdl,True,80,
mp-aaabcsdy,True,76,
mp-aaabcseg,True,90,
mp-aaabcseo,True,56,
mp-aaabcsqr,True,9,
mp-aaabcsso,True,8,
mp-aaabcsvm,True,40,
mp-aaabcsvv,True,28,
mp-aaabcteo,True,20,
mp-aaabctfa,True,46,
mp-aaabctgd,True,14,
mp-aaabctrw,True,64,
mp-aaabcugr,True,16,
mp-aaabdaoh,True,14,
mp-aaabdaom,True,20,
mp-aaabdayx,True,37,
mp-aaabdazm,True,26,
mp-aaabdazp,True,18,
mp-aaabdbbc,True,6,
mp-aaabdbga,True,12,
mp-aaabdbjc,True,36,
mp-aaabdbmq,True,20,
mp-aaabdbnm,True,62,
mp-aaabdbno,True,6,
mp-aaabdbnx,True,9,
mp-aaabdbny,True,32,
mp-aaabdboc,True,52,
mp-aaabdbod,True,13,
mp-aaabdbof,True,24,
mp-aaabdboh,True,32,
mp-aaabdboi,True,16,
mp-aaabdboj,True,3,
mp-aaabdbol,True,24,
mp-aaabdboq,True,28,
mp-aaabdbot,True,28,
mp-aaabeegb,True,55,
mp-aaabeetc,True,59,
mp-aaabefak,True,73,
mp-aaabefcn,True,70,
mp-aaabefhe,True,79,
mp-aaabegmc,True,55,
mp-aaabegow,True,58,
mp-aaabegwg,True,54,
mp-aaabegxp,True,63,
mp-aaabegxs,True,88,
mp-aaabegzl,True,75,
mp-aaabehmk,True,66,
mp-aaabehwg,True,69,
mp-aaabeicd,True,62,
mp-aaabesvj,True,12,
mp-aaabesvr,True,46,
mp-aaabesvt,True,36,
mp-aaabeswd,True,86,
mp-aaabeswn,True,44,
mp-aaabesws,True,48,
mp-aaabesww,True,82,
mp-aaabesxe,True,68,
mp-aaabesxn,True,52,
mp-aaabesxs,True,36,
mp-aaabesya,True,34,
mp-aaabesyf,True,68,
mp-aaabesyh,True,68,
mp-aaabesyk,True,68,
mp-aaabesyv,True,24,
mp-aaabeszn,True,24,
mp-aaabeszu,True,24,
mp-aaabetaj,True,22,
mp-aaabetav,True,42,
mp-aaabetaw,True,24,
mp-aaabetbt,True,23,
mp-aaabetcd,True,46,
mp-aaabetcr,True,22,
mp-aaabetcx,True,36,
mp-aaabetdc,True,30,
mp-aaabetdr,True,35,
mp-aaabetdv,True,48,
mp-aaabeted,True,48,
mp-aaabetej,True,95,
mp-aaabetfc,True,24,
mp-aaabetfe,True,34,
mp-aaabetfi,True,20,
mp-aaabetfn,True,20,
mp-aaabetfo,True,36,
mp-aaabetfq,True,20,
mp-aaabetgh,True,26,
mp-aaabetgm,True,32,
mp-aaabetgq,True,26,
mp-aaabethe,True,46,
mp-aaabethg,True,26,
mp-aaabethy,True,46,
mp-aaabethz,True,36,
mp-aaabetia,True,34,
mp-aaabetiy,True,36,
mp-aaabetjf,True,20,
mp-aaabetjv,True,40,
mp-aaabetkh,True,24,
mp-aaabetkl,True,38,
mp-aaabetle,True,70,
mp-aaabetlf,True,44,
mp-aaabetlg,True,40,
mp-aaabetlk,True,36,
mp-aaabetll,True,24,
mp-aaabetlo,True,34,
mp-aaabetlv,True,27,
mp-aaabetlx,True,23,
mp-aaabetme,True,20,
mp-aaabetmu,True,28,
mp-aaabetna,True,28,
mp-aaabetnh,True,23,
mp-aaabetnp,True,19,
mp-aaabetnu,True,22,
mp-aaabetoi,True,52,
mp-aaabetpd,True,84,
mp-aaabetpe,True,104,
mp-aaabetpq,True,19,
mp-aaabetpw,True,36,
mp-aaabetxh,True,10,
mp-aaabetxn,True,9,
mp-aaabetyt,True,34,
mp-aaabeubc,True,6,
mp-aaabeudq,True,68,
mp-aaabeugj,True,40,
mp-aaabeulr,True,40,
mp-aaabeuwm,True,8,
mp-aaabeuxg,True,12,
mp-aaabevhk,True,80,
mp-aaabevhq,True,36,
mp-aaabevum,True,80,
mp-aaabewtt,True,22,
mp-aaabewvm,True,28,
mp-aaabexbk,True,62,
mp-aaabexiz,True,36,
mp-aaabexjr,True,32,
mp-aaabexkg,True,72,
mp-aaabexkp,True,48,
mp-aaabexkt,True,68,
mp-aaabexkw,True,46,
mp-aaabfaxn,True,9,
mp-aaabfbfd,True,12,
mp-aaabfbke,True,11,
mp-aaabfcng,True,4,
mp-aaabfhdf,True,20,
mp-aaabfjak,True,20,
mp-aaabfkfm,True,6,
mp-aaabfkps,True,14,
mp-aaabflap,True,26,
mp-aaabfljl,True,6,
mp-aaabfllk,True,10,
mp-aaabfnmk,True,40,
mp-aaabfnnp,True,46,
mp-aaabfnog,True,25,
mp-aaabfnou,True,128,
mp-aaabfnpj,True,92,
mp-aaabfnrh,True,98,
mp-aaabfnxk,True,10,
mp-aaabfnyb,True,112,
mp-aaabfnyk,True,12,
mp-aaabfnzi,True,10,
mp-aaabfoae,True,92,
mp-aaabfoew,True,72,
mp-aaabfogj,True,30,
mp-aaabfogr,True,16,
mp-aaabfoih,True,48,
mp-aaabfolz,True,68,
mp-aaabfoml,True,44,
mp-aaabfomy,True,72,
mp-aaabfoor,True,20,
mp-aaabfoql,True,88,
mp-aaabfori,True,22,
mp-aaabforp,True,28,
mp-aaabfosc,True,74,
mp-aaabfosl,True,10,
mp-aaabfosq,True,96,
mp-aaabfosw,True,56,
mp-aaabfoup,True,40,
mp-aaabfoxw,True,24,
mp-aaabfozj,True,22,
mp-aaabfpah,True,28,
mp-aaabfpem,True,18,
mp-aaabfpfl,True,38,
mp-aaabfpnz,True,10,
mp-aaabfpsa,True,10,
mp-aaabfpyv,True,17,
mp-aaabfpzo,True,21,
mp-aaabfqhp,True,16,
mp-aaabfqjo,True,60,
mp-aaabfqqf,True,8,
mp-aaabfqsy,True,18,
mp-aaabfqvl,True,16,
mp-aaabfqwu,True,10,
mp-aaabfqxs,True,12,
mp-aaabfraf,True,10,
mp-aaabfrar,True,10,
mp-aaabfrce,True,72,
mp-aaabfrcp,True,16,
mp-aaabfrcr,True,9,
mp-aaabfrfj,True,10,
mp-aaabfrhk,True,52,
mp-aaabfrie,True,8,
mp-aaabfrjv,True,14,
mp-aaabfrng,True,38,
mp-aaabfrpt,True,10,
mp-aaabfrsg,True,48,
mp-aaabfrux,True,5,
mp-aaabfrym,True,40,
mp-aaabfsfr,True,38,
mp-aaabfsgk,True,52,
mp-aaabfslf,True,72,
mp-aaabfslo,True,9,
mp-aaabfsoh,True,64,
mp-aaabfsoj,True,9,
mp-aaabfsox,True,10,
mp-aaabfssi,True,10,
mp-aaabfsvi,True,36,
mp-aaabfsxq,True,38,
mp-aaabfsyl,True,72,
mp-aaabfsyp,True,48,
mp-aaabftaq,True,112,
mp-aaabftgw,True,56,
mp-aaabftie,True,9,
mp-aaabftjy,True,10,
mp-aaabftls,True,56,
mp-aaabftni,True,20,
mp-aaabftnk,True,40,
mp-aaabftnl,True,80,
mp-aaabftnm,True,10,
mp-aaabftnv,True,12,
mp-aaabftpu,True,3,
mp-aaabftpv,True,9,
mp-aaabftpx,True,23,
mp-aaabftqm,True,20,
mp-aaabftvk,True,15,
mp-aaabftwl,True,38,
mp-aaabftya,True,100,
mp-aaabftyd,True,38,
mp-aaabfubq,True,8,
mp-aaabfucd,True,56,
mp-aaabfufd,True,44,
mp-aaabfugx,True,40,
mp-aaabfuip,True,60,
mp-aaabfuoz,True,26,
mp-aaabfure,True,40,
mp-aaabfusg,True,24,
mp-aaabfusi,True,12,
mp-aaabfuwi,True,40,
mp-aaabfuyu,True,72,
mp-aaabfuzk,True,76,
mp-aaabfvco,True,12,
mp-aaabfvhg,True,32,
mp-aaabfvhr,True,80,
mp-aaabfvik,True,18,
mp-aaabfvit,True,48,
mp-aaabfviv,True,80,
mp-aaabfvjn,True,14,
mp-aaabfvlf,True,40,
mp-aaabfvlq,True,20,
mp-aaabfvot,True,12,
mp-aaabfvqj,True,34,
mp-aaabfvtr,True,10,
mp-aaabfvye,True,40,
mp-aaabfvyz,True,18,
mp-aaabfvza,True,13,
mp-aaabfwfl,True,40,
mp-aaabfwgj,True,16,
mp-aaabfwhv,True,8,
mp-aaabfwik,True,5,
mp-aaabfwnf,True,10,
mp-aaabfwsq,True,104,
mp-aaabfwtu,True,20,
mp-aaabfwxm,True,8,
mp-aaabfwyq,True,55,
mp-aaabfwze,True,20,
mp-aaabfxcj,True,32,
mp-aaabfxdy,True,44,
mp-aaabfxfn,True,10,
mp-aaabfxfp,True,24,
mp-aaabfxgc,True,9,
mp-aaabfxim,True,48,
mp-aaabfxje,True,60,
mp-aaabfxkh,True,10,
mp-aaabfxok,True,116,
mp-aaabfxom,True,104,
mp-aaabfxrp,True,10,
mp-aaabfxsg,True,9,
mp-aaabfxum,True,10,
mp-aaabfxvg,True,10,
mp-aaabfxwv,True,48,
mp-aaabfxxe,True,60,
mp-aaabfxzd,True,80,
mp-aaabfykj,True,32,
mp-aaabfyme,True,60,
mp-aaabfyms,True,16,
mp-aaabfynk,True,8,
mp-aaabfyor,True,10,
mp-aaabfzyy,True,42,
mp-aaabfzzn,True,92,
mp-aaabgaae,True,56,
mp-aaabgaaf,True,92,
mp-aaabgaek,True,104,
mp-aaabgaoa,True,28,
mp-aaabgedn,True,64,
mp-aaabgfrd,True,15,
mp-aaabghgm,True,2,
mp-aaabghqr,True,4,
mp-aaabgitl,True,6,
mp-aaabgiyy,True,68,
mp-aaabgjcy,True,6,
mp-aaabgjle,True,8,
mp-aaabgjpi,True,9,
mp-aaabglar,True,9,
mp-aaabgllq,True,68,
mp-aaabglnh,True,3,
mp-aaabglyu,True,32,
mp-aaabgmpv,True,27,
mp-aaabgmre,True,9,
mp-aaabgnlm,True,7,
mp-aaabgnoa,True,4,
mp-aaabgprk,True,25,
mp-aaabgqip,True,105,
mp-aaabgxya,True,4,
mp-aaabgxyb,True,4,
mp-aaabgxyc,True,4,
mp-aaabgxyh,True,4,
mp-aaabhaik,True,4,
mp-aaabhfrg,True,26,
mp-aaabhfrx,True,28,
mp-aaabhfwh,True,52,
mp-aaabhfwv,True,13,
mp-aaabhfwz,True,98,
mp-aaabhfya,True,48,
mp-aaabhgbe,True,20,
mp-aaabhgca,True,15,
mp-aaabhgcg,True,46,
mp-aaabhgcn,True,48,
mp-aaabhggt,True,72,
mp-aaabhgkp,True,21,
mp-aaabhgob,True,52,
mp-aaabhgow,True,98,
mp-aaabhgwb,True,26,
mp-aaabhgxm,True,56,
mp-aaabhgzn,True,34,
mp-aaabhhac,True,80,
mp-aaabhhcz,True,84,
mp-aaabhhhu,True,44,
mp-aaabhhlm,True,46,
mp-aaabhhlr,True,12,
mp-aaabhhqv,True,56,
mp-aaabhhrc,True,72,
mp-aaabhhrh,True,40,
mp-aaabhhru,True,92,
mp-aaabhhss,True,40,
mp-aaabhhth,True,72,
mp-aaabhhub,True,31,
mp-aaabhhuf,True,36,
mp-aaabhhug,True,40,
mp-aaabhhuj,True,60,
mp-aaabhhut,True,112,
mp-aaabhhvt,True,98,
mp-aaabhhwh,True,112,
mp-aaabhhwl,True,70,
mp-aaabhhwu,True,72,
mp-aaabhhxa,True,78,
mp-aaabhhxb,True,48,
mp-aaabhhxq,True,32,
mp-aaabhhym,True,40,
mp-aaabhhyy,True,38,
mp-aaabhhzc,True,68,
mp-aaabhhzk,True,42,
mp-aaabhiac,True,34,
mp-aaabilao,True,9,
mp-aaabitks,True,9,
mp-aaabivyb,True,14,
mp-aaabizlh,True,8,
mp-aaabjkhg,True,13,
mp-aaabjkol,True,48,
mp-aaabjmjf,True,1,
mp-aaabjszp,True,32,
mp-aaabjwhu,True,42,
mp-aaabjxgq,True,48,
mp-aaabjzkj,True,2,
mp-aaabjzyi,True,25,
mp-aaabjzyk,True,12,
mp-aaabkcne,True,12,
mp-aaabkeug,True,12,
mp-aaabkfke,True,14,
mp-aaabkgtg,True,4,
mp-aaabkove,True,28,
mp-aaabkpks,True,80,
mp-aaabkrea,True,20,
mp-aaabkrla,True,18,
mp-aaabkrln,True,12,
mp-aaabljro,True,70,
mp-aaabljsu,True,19,
mp-aaabljsx,True,14,
mp-aaabmhmn,True,40,
mp-aaabmhms,True,34,
mp-aaabmhna,True,72,
mp-aaabmhnb,True,19,
mp-aaabmhnf,True,68,
mp-aaabmhni,True,18,
mp-aaabmhnv,True,44,
mp-aaabmhnx,True,40,
mp-aaabmhoa,True,72,
mp-aaabmhoc,True,24,
mp-aaabmhoj,True,52,
mp-aaabmhph,True,24,
mp-aaabmhpk,True,68,
mp-aaabmhpn,True,72,
mp-aaabmhpo,True,40,
mp-aaabmhpt,True,48,
mp-aaabmhql,True,36,
mp-aaabmhqx,True,44,
mp-aaabmhrh,True,68,
mp-aaabmhri,True,24,
mp-aaabmhrl,True,44,
mp-aaabmhsi,True,28,
mp-aaabmhsk,True,36,
mp-aaabmhsn,True,40,
mp-aaabmhsr,True,42,
mp-aaabmhtc,True,35,
mp-aaabmhtd,True,30,
mp-aaabmhtf,True,32,
mp-aaabmhtm,True,36,
mp-aaabmhto,True,28,
mp-aaabmhtp,True,26,
mp-aaabmhue,True,44,
mp-aaabmhuf,True,40,
mp-aaabmhul,True,38,
mp-aaabmhuq,True,40,
mp-aaabmiop,True,18,
mp-aaabmipl,True,69,
mp-aaabmipu,True,35,
mp-aaabmiti,True,10,
mp-aaabmjjn,True,24,
mp-aaabmjqa,True,25,
mp-aaabmkob,True,42,
mp-aaabmksy,True,25,
mp-aaabmkvs,True,35,
mp-aaabmlak,True,7,
mp-aaabmlch,True,34,
mp-aaabmlic,True,41,
mp-aaabmloe,True,7,
mp-aaabmlox,True,30,
mp-aaabmlrn,True,18,
mp-aaabmmlr,True,18,
mp-aaabmmwt,True,59,
mp-aaabmnas,True,60,
mp-aaabmnqq,True,35,
mp-aaabmnyi,True,18,
mp-aaabmxmz,True,168,
mp-aaabmxwu,True,42,
mp-aaabmxxi,True,40,
mp-aaabmxxs,True,76,
mp-aaabmxxt,True,74,
mp-aaabmxxz,True,44,
mp-aaabmxyg,True,46,
mp-aaabmxyw,True,36,
mp-aaabmxyx,True,34,
mp-aaabmxze,True,44,
mp-aaabmxzh,True,72,
mp-aaabmxzk,True,68,
mp-aaabmxzs,True,48,
mp-aaabmxzu,True,44,
mp-aaabmxzx,True,44,
mp-aaabmyai,True,44,
mp-aaabmymc,True,68,
mp-aaabmymd,True,72,
mp-aaabmymw,True,44,
mp-aaabmyne,True,86,
mp-aaabmynu,True,52,
mp-aaabmyob,True,46,
mp-aaabmyog,True,52,
mp-aaabmyon,True,44,
mp-aaabmyor,True,64,
mp-aaabmyot,True,68,
mp-aaabmyou,True,40,
mp-aaabmyov,True,72,
mp-aaabmypa,True,60,
mp-aaabmypb,True,56,
mp-aaabmype,True,72,
mp-aaabmypg,True,72,
mp-aaabmyph,True,56,
mp-aaabmyqg,True,76,
mp-aaabmyqj,True,84,
mp-aaabmyql,True,80,
mp-aaabmzrd,True,66,
mp-aaabmzru,True,49,
mp-aaabmzso,True,81,
mp-aaabmzzd,True,148,
mp-aaabnaby,True,174,
mp-aaabnanh,True,123,
mp-aaabnawf,True,39,
mp-aaabncpg,True,34,
mp-aaabncpx,True,35,
mp-aaabngmc,True,40,
mp-aaabngpp,True,9,
mp-aaabngpt,True,36,
mp-aaabngpy,True,24,
mp-aaabngqe,True,24,
mp-aaabngqh,True,24,
mp-aaabngrb,True,24,
mp-aaabngrc,True,40,
mp-aaabngrf,True,18,
mp-aaabngrl,True,26,
mp-aaabngrr,True,22,
mp-aaabngrt,True,24,
mp-aaabngsq,True,18,
mp-aaabngta,True,20,
mp-aaabngus,True,40,
mp-aaabngyr,True,69,
mp-aaabnhll,True,16,
mp-aaabnhnb,True,9,
mp-aaabnhnr,True,15,
mp-aaabnhpf,True,15,
mp-aaabnhzu,True,28,
mp-aaabnhzw,True,84,
mp-aaabnijj,True,42,
mp-aaabnilg,True,18,
mp-aaabnnkw,True,22,
mp-aaabnnld,True,24,
mp-aaabnnlj,True,36,
mp-aaabnnlq,True,42,
mp-aaabnnlt,True,72,
mp-aaabnnma,True,35,
mp-aaabnnnz,True,112,
mp-aaabnnon,True,69,
mp-aaabnnyo,True,20,
mp-aaabnnys,True,74,
mp-aaabnobl,True,27,
